Tweet,Tweet_cleaned,Emojis,Tweet_len,sentiment,Annotation,label,my_sentiment
"RT @Saad_374: @raway_alqasid تأمل في الحياة ترى أموراً
ستُعجب إن بدا لك كيف كانت
فكم من كُربةٍ أبكت عيوناً
فهوَّنها الكريمُ لنا فهانت
وكم م…",RT تامل الحياة ترى امورا ستعجب بدا فكم كربة ابكت عيونا فهونها الكريم فهانت وكم,,15,positive,0,1,1
"RT @Saad_374: تأمل في الحياة ترى أموراً
ستُعجب إن بدا لك كيف كانت
فكم من كُربةٍ أبكت عيوناً
فهوَّنها الكريمُ لنا فهانت
وكم من حاجةٍ كانت سر…",RT تامل الحياة ترى امورا ستعجب بدا فكم كربة ابكت عيونا فهونها الكريم فهانت وكم حاجة سر,,17,positive,0,1,1
"RT @saad_almaleki: 📍كثير من الناس يعانون من التوتر، والذي من مسبباته عدم قدرة الشخص على التعامل بفعالية مع مشاكله المالية/الاسرية/المهنية
م…",RT كثير الناس يعانون التوتر مسبباته قدرة الشخص التعامل بفعالية مشاكله المالية الاسرية المهنية,['📍'],14,negative,0,-1,-1
"RT @saadalbishry: وثبة اليابان 
يقول د.سليمان العسكري:في عام ١٩١٣م على الرغم من أن اليابان كانت اقتصادياً لاتزال فقيرة ومتأخرة، فإنها أصبحت…",RT وثبة اليابان يقول سليمان العسكري م الرغم اليابان اقتصاديا لاتزال فقيرة ومتاخرة فانها اصبحت,,15,negative,0,-1,-1
RT @saadaljassem: مقهى ستاربكس في الجهرا https://t.co/XFgBdzATzf,RT مقهى ستاربكس الجهرا,,4,positive,0,1,1
"RT @salmi2020: حتّى وإن أهلكنا الوعي عطشًا لن نعود، ولو زرعوا في الطريق ألف غانيةٍ وعنقود . 

#قهوة_السابعة",RT اهلكنا الوعي عطشا نعود زرعوا الطريق غانية وعنقود,,9,negative,0,-1,-1
RT @Sama_845: صباحو نسكافيه بالحليب وانت صباحك اي ؟,RT صباحو نسكافيه بالحليب وانت صباحك,,6,positive,0,1,1
"RT @SAMY_ALANSARY: .
ستاربكس الغلابه
. https://t.co/XYOpstjssV",RT ستاربكس الغلابه,,3,positive,0,1,1
RT @SaoudShoaili: عشان ندرك حجم التفاهة اللي نعيشها انه شخصية بمثل د. سلطان كأول شاب عربي رائد فضاء ويبث معلومات علمية وعدد متابعينه لا يصل…,RT عشان ندرك حجم التفاهة اللي نعيشها شخصية بمثل سلطان كاول شاب عربي رائد فضاء ويبث معلومات علمية وعدد متابعينه يصل,,21,positive,0,1,1
"RT @sara2210sh: 📣 نبدأ الأن ❣️

""الرقية الشرعية من الكتاب والسنة""

▪️مع د. عالية رجب

المحاور:

📍ما الرقية الشرعية؟
📍مَن هو الراقي الرباني…",RT نبدا الرقية الشرعية الكتاب والسنة عالية رجب المحاور الرقية الشرعية الراقي الرباني,"['▪️', '📍', '❣️', '📣']",13,positive,0,1,1
RT @sara24299: 🛑🛑 تبون خصم دانكن الكل يجي خاص قبل ماينتهي خصم قوي👌👏🛑🛑#ترند #دانكن #خصم_قوي #اكسبلور #قهوتي,RT تبون خصم دانكن الكل يجي خاص ماينتهي خصم قوي ترند,"['👏', '👌', '🛑']",11,negative,0,-1,-1
"RT @Saudiarmy_8: @MarcoFengan @M_mz50 @YAlobl @KAboesraa مثال آخر أكثر وضوح
🚨
اختر الاجابة يا ماركو فالاسئلة ليست صعبة
بحسب الكتاب كم عمر أ…",RT مثال اخر وضوح اختر الاجابة ماركو فالاسئلة صعبة بحسب الكتاب عمر,['🚨'],12,positive,0,1,1
"RT @saudistuff: د. رنا القاضي معمارية و متخصصة في حفظ التراث العمراني:

كيف سمحوا أن يباع الكشري في المواقع  التاريخية بمدينة الرياض؟! 
موا…",RT رنا القاضي معمارية متخصصة حفظ التراث العمراني سمحوا يباع الكشري المواقع التاريخية بمدينة الرياض موا,,16,positive,0,1,1
RT @SaudM62775305: @gorgeous4ew ضخامة أحد افرع ستاربكس بانكوك داخل المول https://t.co/E9lgfHJASX,RT ضخامة افرع ستاربكس بانكوك داخل المول,,7,positive,0,1,1
"RT @sayyidaty: كيف نحمي أنفسنا من النوبات القلبية؟

د. حنان بكر آل بكر - استشارية قلب: نمط الغذاء الصحيح المتوازن والابتعاد عن السكريات وال…",RT نحمي انفسنا النوبات القلبية حنان بكر ال بكر استشارية قلب نمط الغذاء الصحيح المتوازن والابتعاد السكريات وال,,18,negative,0,-1,-1
"RT @sayyidaty: كيف يمكن اكتشاف إصابة الطفل عند الولادة بمتلازمة الأمعاء القصيرة؟.. 

د. بدر الجارالله - استشاري وأستاذ أمراض الجهاز الهضمي…",RT اكتشاف اصابة الطفل الولادة بمتلازمة الامعاء القصيرة بدر الجارالله استشاري واستاذ امراض الجهاز الهضمي,,15,negative,0,-1,-1
"RT @sayyidaty: كيف يمكن التعامل مع الحمقى أو مدعي الحماقة وهل التجاهل حل؟

د. زهره المعبي - مستشار أسري نفسي تجيب 

@dr_zsm

#برنامج_سيدتي…",RT التعامل الحمقى مدعي الحماقة وهل التجاهل حل زهره المعبي مستشار اسري نفسي تجيب,,14,negative,0,-1,-1
RT @ScreenMix: ستاربكس، السعودية 🖤 https://t.co/l7PPGiW61s,RT ستاربكس السعودية,['🖤'],3,negative,0,-1,-1
RT @ScreenMix: مقهي ستاربكس في دبي 💛 https://t.co/zwg2FJnj5t,RT مقهي ستاربكس دبي,['💛'],4,negative,0,-1,-1
RT @sdalmtyry63: قهوة على الطريق https://t.co/Ax8rXGRgSy,RT قهوة الطريق,,3,positive,0,1,1
"RT @sebuuuub9999: مع قهوة العصر  
.
الانسان من بداية حياته وهو يتعلّم لكن ، ولكن هذه مهمّه ، 
عملية الاستيعاب تختلف لدى الجميع ، فمنهم من ي…",RT قهوة العصر الانسان بداية حياته يتعلم مهمه عملية الاستيعاب تختلف الجميع فمنهم,,13,positive,0,1,-1
"RT @seham_Marketing: أعطني من وقتك ١٠ د فقط وبعرفك كيف يتم تطوير المنتجات 🔴
@Mkt_Art",RT اعطني وقتك وبعرفك يتم تطوير المنتجات,['🔴'],7,positive,0,1,1
"RT @semoesl: #الزمالك
كيف وصلنا وماذا فعلنا لنصل إلي هذا الانتصار  الغالي العريض علي المنافس القوي الشرس وكلام في الكوره بس يلا بينا 
بس قب…",RT وصلنا وماذا فعلنا لنصل الانتصار الغالي العريض المنافس القوي الشرس وكلام الكوره يلا بينا قب,,16,positive,0,1,1
"RT @SH_YG1: في رثاء صديقتي الوفيه 
#د_امل_الجارحي انفطر قلبي دم علي فراقك
كنتي وفيه في زمن كثر فيه الغدارين طعنوكي بحقدهم وغيرتهم 
في يوم ت…",RT رثاء صديقتي الوفيه انفطر قلبي دم فراقك كنتي وفيه زمن كثر الغدارين طعنوكي بحقدهم وغيرتهم,,16,negative,0,-1,-1
RT @shahd_elmahdyy: بطالب بفرع دانكن دونتس فى المنصوره فى اسرع وقت,RT بطالب بفرع دانكن دونتس المنصوره اسرع وقت,,8,positive,0,1,1
RT @SHMR_a_alshamri: مووود العصريه نسكافيه ☕ https://t.co/zwiRhFT9EL,RT مووود العصريه نسكافيه,['☕'],4,positive,0,1,1
RT @sill9_1: انا اشتري ملابسي من دانكن وانتم؟,RT انا اشتري ملابسي دانكن وانتم,,6,negative,0,-1,-1
RT @SKAV__: @7sitfc_ بعد قليل في ستاربكس الفيحاء : https://t.co/WvGfKsbvPq,RT قليل ستاربكس الفيحاء,,4,positive,0,1,1
"RT @SmartsWayCo: لكل مشتركي HeartMath والاشتراك الشامل
تمت إضافة ورشة ""كيف أبدأ استعمال أجهزة HeartMath"" مع د. صلاح الراشد إلى موقع تكنولوج…",RT لكل مشتركي HeartMath والاشتراك الشامل تمت اضافة ورشة ابدا استعمال اجهزة HeartMath صلاح الراشد موقع تكنولوج,,17,positive,0,1,1
"RT @smashitv: ستاربكس تبيع 2,000 رمز رقمي خلال دقائق

@Starbucks 

https://t.co/Q05Gt6apkV

 #ويب3 #العملات_الرقمية #ستاربكس https://t.co/t…",RT ستاربكس تبيع رمز رقمي دقائق,,6,positive,0,1,1
RT @soundsoul369: عاجل جدا 🔴 قط شكله صادمته سياره في كوستا التحليه الرياض بجوار دانكن دونت الرجاء سرعة انقاذه  للتواصل جوال ٠٥٤٤٦٨٣٣٨٢ الرج…,RT عاجل قط شكله صادمته سياره كوستا التحليه الرياض بجوار دانكن دونت الرجاء سرعة انقاذه للتواصل جوال الرج,['🔴'],18,negative,0,-1,-1
"RT @SQUAnwaar: #حوار |

خارج سيطرتنا فعلينا الحيطة!
- د. نورة بنت خليفة الناصرية تجيب عن تساؤلاتنا حول كيف نتجنب الكوارث الطبيعية مثل الزلز…",RT خارج سيطرتنا فعلينا الحيطة نورة بنت خليفة الناصرية تجيب تساؤلاتنا نتجنب الكوارث الطبيعية الزلز,,15,positive,0,1,1
RT @ssm1106: 1 - كتاب : (( كيف دخل التتر بلاد المسلمين : ( الأدوار الخفية في سقوط الخلافة العباسية ) )) . تأليف : د . سليمان بن حمد العودة…,RT كتاب دخل التتر بلاد المسلمين الادوار الخفية سقوط الخلافة العباسية تاليف سليمان حمد العودة,,15,positive,0,1,1
RT @subooor_2016: @amrimans @nayef_almnsi سأتنازل مرة ثانية -لأجل المتابعين- وأذكر مثال لعالم دنيوي (الاقتصاد) متخصص أفتى بأمر ديني (الربا)…,RT ساتنازل مرة ثانية لاجل المتابعين واذكر مثال لعالم دنيوي الاقتصاد متخصص افتى بامر ديني الربا,,16,positive,0,1,-1
"RT @TanamiOrg: الأمسية الثامنة من #أمسيات_تنامي (الموسم الثاني): 
كيف يغير التحول الرقمي حياتنا المهنية ومنظماتنا؟
الضيف: د/عيسى المستنير
@…",RT الامسية الثامنة الموسم يغير التحول الرقمي حياتنا المهنية ومنظماتنا الضيف عيسى المستنير,,13,positive,0,1,-1
RT @taysoon_: سحلب ولا نسكافيه في الجو ده 😂🚶,RT سحلب نسكافيه الجو ده,"['😂', '🚶']",5,positive,0,1,1
RT @the131sh: يقول الحين اقدر ادخل ستاربكس؟😭😭😭😭😭😭😭😭😭😭😭😭 https://t.co/6Vc3payNwf,RT يقول الحين اقدر ادخل ستاربكس,['😭'],6,negative,0,-1,1
"RT @THEWOLFOFTASI: كيف أسس الطبيب ورجل الأعمال الأغنى في سوق الأسهم السعودي #تاسي د. سليمان الحبيب مجموعة الحبيب الطبية؟
تبلغ ملكيته في الش…",RT اسس الطبيب ورجل الاعمال الاغنى سوق الاسهم السعودي سليمان الحبيب مجموعة الحبيب الطبية تبلغ ملكيته الش,,17,positive,0,1,1
RT @Thikrayat_tv: كيف كان افتتاح المصمك في الرياض؟ يترجمها الفنان التشكيلي د. حسن طافش في لوحة فنية #قناة_ذكريات https://t.co/26ct3DDlLj,RT افتتاح المصمك الرياض يترجمها الفنان التشكيلي حسن طافش لوحة فنية,,11,positive,0,1,1
"RT @TKhalld: الصراع التاريخي في عالم القهوة 

#دانكن و #ستاربكس 

https://t.co/p74psReDuR",RT الصراع التاريخي عالم القهوة,,5,positive,0,1,-1
"RT @tmrh25: شوفو دانكن باقي عندهم قهوه ؟؟ ولا خلصت

#راكان_بن_ملهي https://t.co/0cJUxV4gQE",RT شوفو دانكن باقي عندهم قهوه خلصت,,7,negative,0,-1,-1
RT @Tota82414376: @Al_saftawy نسكافيه‍ واقعد ساكته‍,RT نسكافيه واقعد ساكته,,4,positive,0,1,1
RT @totaa2022: @gareba33 @halkadi أجمل الهدايا هي #كتاب كيف اذا كان كتاب يحكي لنا فيه كاتبه الأديب #حمد_القاضي قصة الشاعر والدبلوماسي والأد…,RT اجمل الهدايا كتاب يحكي كاتبه الاديب قصة الشاعر والدبلوماسي والاد,,11,positive,0,1,1
